stockId,date,open,high,low,close,volume
sh000001,20180504,3087.4086914062,3105.6599121094,3056.1572265625,3091.0334472656,39288145100
sh000001,20180427,3063.4426269531,3136.0395507812,3045.9370117188,3082.2316894531,68647057800
sh000001,20180420,3152.8881835938,3153.1062011719,3041.625,3071.5424804688,77613294000
sh000001,20180413,3125.44140625,3220.8452148438,3110.3024902344,3159.0520019531,75946080000
sh000001,20180404,3169.7788085938,3192.3403320312,3119.1320800781,3131.111328125,47692113300
sh000001,20180330,3117.3190917969,3177.720703125,3091.4575195312,3168.896484375,86389920100
sh000001,20180323,3264.9279785156,3314.208984375,3110.6638183594,3152.7607421875,87219932800
sh000001,20180316,3319.208984375,3333.8754882812,3269.2827148438,3269.8820800781,83091512700
sh000001,20180309,3255.8713378906,3309.7153320312,3236.7172851562,3307.1655273438,82711108100
sh000001,20180302,3307.294921875,3335.9855957031,3228.5847167969,3254.5283203125,82379088900
sh000001,20180223,3237.5690917969,3294.1337890625,3234.115234375,3289.0241699219,28452081300
sh000001,20180214,3128.3708496094,3219.216796875,3113.60546875,3199.1589355469,40516125500
sh000001,20180209,3411.669921875,3487.7211914062,3062.7426757812,3129.8508300781,121682062000
sh000001,20180202,3563.6398925781,3587.0322265625,3388.8596191406,3462.0808105469,109827560100
sh000001,20180126,3476.9938964844,3574.9047851562,3475.6730957031,3558.12890625,117525965100
sh000001,20180119,3428.9506835938,3498.4340820312,3401.9606933594,3487.8640136719,117210606900
sh000001,20180112,3391.552734375,3435.423828125,3384.5590820312,3428.9406738281,98462419100
sh000001,20180105,3314.0307617188,3402.0693359375,3314.0307617188,3391.75,83613097800
sh000001,20171229,3296.2106933594,3312.2998046875,3263.7282714844,3307.1721191406,76896153200
sh000001,20171222,3268.0334472656,3309.2233886719,3254.1774902344,3297.0629882812,63976089400
sh000001,20171215,3290.4880371094,3322.6735839844,3259.3881835938,3266.1372070312,62005431100
sh000001,20171208,3310.3813476562,3323.99609375,3254.6108398438,3289.9924316406,77325181600
sh000001,20171201,3346.6567382812,3347.0505371094,3300.7807617188,3317.6174316406,78428705200
sh000001,20171124,3361.3562011719,3442.177734375,3328.333984375,3353.8208007812,96179863500
sh000001,20171117,3435.1838378906,3450.4948730469,3373.2956542969,3382.9074707031,97679628900
sh000001,20171110,3369.6850585938,3438.7924804688,3356.5336914062,3432.6730957031,87857161300
sh000001,20171103,3413.8679199219,3419.7314453125,3347.3603515625,3371.744140625,88199267600
sh000001,20171027,3382.2800292969,3421.1025390625,3374.1245117188,3416.8125,74790082000
sh000001,20171020,3393.2055664062,3400.5112304688,3359.6284179688,3378.6481933594,74259048200
sh000001,20171013,3403.2458496094,3410.1704101562,3358.7954101562,3390.5231933594,85440074600
sh000001,20170929,3344.5886230469,3357.0153808594,3332.5983886719,3348.9431152344,73964357600
sh000001,20170922,3352.5134277344,3377.8845214844,3334.9846191406,3352.529296875,88200004600
sh000001,20170915,3365.3505859375,3391.6435546875,3345.3283691406,3353.619140625,112754435600
sh000001,20170908,3369.7185058594,3391.0104980469,3353.6875,3365.2426757812,113259544900
sh000001,20170901,3336.1264648438,3381.9252929688,3336.1264648438,3367.1193847656,124074665000
sh000001,20170825,3274.5805664062,3331.9145507812,3266.3588867188,3331.5222167969,92180110100
sh000001,20170818,3206.0437011719,3275.0764160156,3206.0437011719,3268.7243652344,94424187800
sh000001,20170811,3257.669921875,3285.4833984375,3200.748046875,3208.5412597656,122246244000
sh000001,20170804,3252.751953125,3305.4313964844,3251.1940917969,3262.0808105469,125914800600
sh000001,20170728,3230.8979492188,3264.8483886719,3220.63671875,3253.2404785156,106288510200
sh000001,20170721,3219.7915039062,3247.7121582031,3139.5034179688,3237.9816894531,116736070300
sh000001,20170714,3208.4626464844,3226.9079589844,3177.9345703125,3222.4167480469,92909653600
sh000001,20170707,3191.9982910156,3219.5231933594,3174.3139648438,3217.9567871094,78224187000
sh000001,20170630,3157.0021972656,3193.4611816406,3156.9768066406,3192.4270019531,71851714200
sh000001,20170623,3122.1577148438,3186.982421875,3118.0944824219,3157.873046875,75895948200
sh000001,20170616,3149.5266113281,3164.9501953125,3117.083984375,3123.1662597656,69000174900
sh000001,20170609,3102.1096191406,3165.9196777344,3078.787109375,3158.400390625,53716162900
sh000001,20170602,3125.330078125,3143.2800292969,3081.8483886719,3105.5400390625,45847107600
sh000001,20170526,3087.1704101562,3120.6625976562,3022.3024902344,3110.0913085938,79473643500
sh000001,20170519,3085.9318847656,3119.5815429688,3077.9631347656,3090.630859375,51066977400
sh000001,20170512,3090.0651855469,3093.4516601562,3016.5305175781,3083.5131835938,69234735600
sh000001,20170505,3147.2275390625,3154.78125,3092.091796875,3103.0378417969,67216801200
sh000001,20170428,3164.2478027344,3164.2478027344,3097.3334960938,3154.6584472656,88425682000
sh000001,20170425,3164.2478027344,3164.2478027344,3111.2145996094,3134.5673828125,33969574100
sh000001,20170421,3229.94921875,3229.94921875,3147.0654296875,3173.1511230469,97027234200
sh000001,20170414,3285.4594726562,3290.388671875,3238.8959960938,3246.0668945312,120521308700
sh000001,20170407,3235.6604003906,3295.1870117188,3233.2368164062,3286.6159667969,72971714300
sh000001,20170331,3268.9240722656,3283.2392578125,3195.8522949219,3222.5141601562,102324666400
sh000001,20170324,3241.1101074219,3275.2065429688,3221.9343261719,3269.4450683594,93580644300
sh000001,20170317,3209.44921875,3274.1901855469,3193.1564941406,3237.4470214844,84467468900
sh000001,20170310,3217.3344726562,3245.3041992188,3205.279296875,3212.7600097656,78493163200
sh000001,20170303,3249.1945800781,3259.9780273438,3206.6127929688,3218.3117675781,86280038300
sh000001,20170301,3249.1945800781,3259.9780273438,3224.0883789062,3246.93359375,52450293900
sh000001,20170224,3198.9633789062,3264.0817871094,3198.9633789062,3253.4326171875,104686510000
sh000001,20170217,3198.9946289062,3238.3959960938,3198.9946289062,3202.0756835938,109368142100
sh000001,20170210,3143.0930175781,3205.0490722656,3132.033203125,3196.6989746094,83144515200
sh000001,20170203,3160.0815429688,3162.6770019531,3136.0129394531,3140.169921875,9222473600
sh000001,20170126,3125.4208984375,3163.1040039062,3125.4208984375,3159.166015625,48458487200
sh000001,20170120,3104.4924316406,3125.6599121094,3044.2912597656,3123.1389160156,77204218200
sh000001,20170113,3148.5317382812,3174.578125,3102.1628417969,3112.7644042969,83499896600
sh000001,20170111,3148.5317382812,3174.578125,3136.2666015625,3136.7534179688,52983551200
sh000001,20170106,3105.30859375,3172.0346679688,3105.30859375,3154.3210449219,66786464800
sh000001,20161230,3095.5786132812,3127.8828125,3068.4150390625,3103.6372070312,69571832900
sh000001,20161223,3120.6962890625,3143.1684570312,3084.7998046875,3110.154296875,83228484100
sh000001,20161216,3233.666015625,3245.0944824219,3100.9128417969,3122.9814453125,101621116800
sh000001,20161209,3203.7844238281,3244.8012695312,3189.4851074219,3232.8833007812,92439006300
sh000001,20161202,3270.0471191406,3301.2133789062,3235.2770996094,3243.8432617188,134329066200
sh000001,20161125,3188.4963378906,3262.87890625,3188.2797851562,3218.4619140625,106293103400
sh000001,20161118,3187.7092285156,3221.4584960938,3186.7956542969,3192.8559570312,121629453500
sh000001,20161027,3127.9685058594,3132.5046386719,3100.3918457031,3112.3498535156,36138968700
sh000001,20161020,3037.4035644531,3096.2229003906,3037.4035644531,3084.4577636719,52520396700
sh000001,20160928,3028.2429199219,3028.2429199219,2969.1320800781,2987.8576660156,37065743300
sh000001,20160923,3005.3227539062,3054.4350585938,3005.3227539062,3033.8955078125,61877088700
sh000001,20160914,3037.5073242188,3040.9521484375,2995.4155273438,3002.8486328125,47481306700
sh000001,20160909,3070.70703125,3105.6774902344,3053.1867675781,3078.8547363281,81140529900
sh000001,20160902,3068.4602050781,3088.7043457031,3050.4919433594,3067.3520507812,73194144000
sh000001,20160826,3107.3811035156,3112.7395019531,3041.5053710938,3070.3088378906,81616121300
sh000001,20160819,3100.3911132812,3113.34375,3082.7709960938,3108.1020507812,19434745300
sh000001,20160812,2972.6247558594,3051.0541992188,2959.0476074219,3050.6674804688,48578297100
sh000001,20160805,2950.0795898438,2991.6767578125,2946.6364746094,2976.6962890625,53240063400
sh000001,20160729,3008.09375,3057.4235839844,2939.2272949219,2979.3388671875,92172848700
sh000001,20160726,3008.09375,3050.6145019531,3003.2919921875,3050.166015625,30090108800
sh000001,20160718,3047.6372070312,3058.3212890625,3031.6389160156,3043.5642089844,17749656200
sh000001,20160715,2993.7487792969,3069.046875,2984.4204101562,3054.2958984375,109054510500
sh000001,20160708,2924.29296875,3024.1086425781,2922.51953125,2988.0939941406,106126102800
sh000001,20160701,2840.55859375,2944.9895019531,2840.2766113281,2932.4758300781,81949526200
sh000001,20160624,2887.6357421875,2919.3020019531,2807.59765625,2854.2863769531,75850054800
sh000001,20160617,2897.2731933594,2911.158203125,2811.7807617188,2885.1049804688,80103706100
sh000001,20160608,2940.9943847656,2945.9416503906,2908.3666992188,2927.1589355469,41802768000
sh000001,20160603,2814.6506347656,2945.5192871094,2794.6608886719,2938.6818847656,84170429000
sh000001,20160527,2826.3122558594,2848.0712890625,2780.7634277344,2821.0458984375,56006278500
sh000001,20160520,2816.775390625,2860.3205566406,2781.4165039062,2825.4831542969,59880645200
sh000001,20160513,2896.1623535156,2896.1623535156,2781.2360839844,2827.1086425781,68766047100
sh000001,20160506,2940.3923339844,3004.4184570312,2913.0361328125,2913.2475585938,68573863000
sh000001,20160429,2949.97265625,2976.0222167969,2916.3745117188,2938.3234863281,62240938900
sh000001,20160422,3058.462890625,3058.462890625,2905.0485839844,2959.2399902344,94960044800
sh000001,20160415,3006.9089355469,3097.1647949219,3001.3151855469,3078.1166992188,111059111900
sh000001,20160408,3000.9382324219,3062.3579101562,2960.4599609375,2984.9582519531,89781653400
sh000001,20160401,2988.0104980469,3023.4086914062,2905.2512207031,3009.5297851562,102231734800
sh000001,20160325,2978.4553222656,3028.3215332031,2952.1057128906,2979.4343261719,125183596900
sh000001,20160318,2830.0834960938,2971.55078125,2819.794921875,2955.1499023438,105831818000
sh000001,20160311,2886.6403808594,2911.8386230469,2772.5512695312,2810.3073730469,90053189500
sh000001,20160304,2754.8137207031,2880.3718261719,2638.9631347656,2874.1467285156,126555331400
sh000001,20160226,2888.5983886719,2933.9638671875,2715.8742675781,2767.2097167969,110672197700
sh000001,20160219,2684.9614257812,2893.21484375,2682.0900878906,2860.0207519531,92473075700
sh000001,20160205,2730.984375,2793.2980957031,2655.6232910156,2763.4919433594,77442747400
sh000001,20160129,2934.078125,2955.7827148438,2638.3015136719,2737.599609375,93739054300
sh000001,20160122,2847.5388183594,3016.2827148438,2844.7041015625,2916.5625,93797127300
sh000001,20160115,3131.8532714844,3166.2153320312,2867.5532226562,2900.9697265625,108521276000
sh000001,20160108,3536.5883789062,3538.689453125,3056.8776855469,3186.412109375,104719712100
sh000001,20151231,3635.7690429688,3641.5874023438,3515.5200195312,3539.1818847656,81738846900
sh000001,20151225,3568.5808105469,3684.5673828125,3565.7512207031,3627.9135742188,128546618000
sh000001,20151218,3403.5065917969,3614.6975097656,3399.2802734375,3578.9641113281,116689265100
sh000001,20151211,3529.8063964844,3543.9453125,3410.923828125,3434.5812988281,101170512900
sh000001,20151204,3433.8549804688,3591.7299804688,3327.8115234375,3524.9919433594,139092780400
sh000001,20151127,3630.8664550781,3668.3764648438,3412.4272460938,3436.3029785156,149888196200
sh000001,20151120,3522.4606933594,3678.2724609375,3519.4211425781,3630.4995117188,151606080700
sh000001,20151113,3588.4982910156,3673.7595214844,3564.8093261719,3580.8388671875,200132444200
sh000001,20151106,3337.578125,3596.3820800781,3302.18359375,3590.0324707031,174534926700
sh000001,20151030,3448.6486816406,3457.5170898438,3332.6157226562,3382.5612792969,146652804900
sh000001,20151023,3401.6271972656,3447.2578125,3265.4357910156,3412.4338378906,182665356400
sh000001,20151016,3193.5397949219,3393.0178222656,3188.4064941406,3391.3515625,169027001300
sh000001,20151009,3156.0747070312,3192.7165527344,3133.1267089844,3183.1516113281,46912749500
sh000001,20150930,3085.5673828125,3103.0686035156,3021.1569824219,3052.7814941406,46659265200
sh000001,20150925,3072.0942382812,3213.4755859375,3060.8557128906,3092.3469238281,120015777200
sh000001,20150918,3221.1652832031,3229.4816894531,2983.53515625,3097.9172363281,140012841700
sh000001,20150911,3149.3796386719,3256.7434082031,3011.1169433594,3200.2336425781,142503113800
sh000001,20150902,3203.5590820312,3207.8620605469,3019.0866699219,3160.1669921875,126803400300
sh000001,20150828,3373.4775390625,3388.3637695312,2850.7133789062,3232.349609375,199714189100
sh000001,20150821,3947.8444824219,4006.3371582031,3490.5400390625,3507.7438964844,223958265700
sh000001,20150814,3786.0327148438,4000.6843261719,3775.853515625,3965.3349609375,237697757700
sh000001,20150807,3614.9899902344,3782.3522949219,3549.49609375,3744.2045898438,170812522300
sh000001,20150731,3985.5703125,4051.1586914062,3537.3576660156,3663.7255859375,236258434700
sh000001,20150724,3948.4208984375,4184.4487304688,3912.8012695312,4070.9079589844,275513779300
sh000001,20150717,3918.9895019531,4035.4345703125,3688.44140625,3957.3515625,288933159800
sh000001,20150710,3975.2141113281,3975.2141113281,3373.5395507812,3877.8034667969,345359376300
sh000001,20150703,4289.7709960938,4317.0532226562,3629.5559082031,3686.9150390625,311591113200
sh000001,20150626,4471.6127929688,4720.701171875,4139.5297851562,4192.873046875,215454524400
sh000001,20150619,5174.41796875,5176.794921875,4476.5009765625,4478.3637695312,268583708400
sh000001,20150612,5045.6938476562,5178.1909179688,4997.4809570312,5166.3500976562,337151628000
sh000001,20150605,4633.0981445312,5051.6259765625,4615.2309570312,5023.0961914062,327578418700
sh000001,20150529,4660.0751953125,4986.5029296875,4431.5629882812,4611.744140625,346274660000
sh000001,20150522,4277.8950195312,4658.2729492188,4260.5087890625,4657.5961914062,245148670600
sh000001,20150515,4231.2709960938,4415.62890625,4187.8198242188,4308.6909179688,240989153100
sh000001,20150508,4441.3427734375,4488.865234375,4099.0419921875,4205.9169921875,234075973400
sh000001,20150430,4441.9291992188,4572.3911132812,4398.6391601562,4441.6547851562,248532711400
sh000001,20150424,4301.3520507812,4444.41015625,4188.5688476562,4393.6860351562,346780817700
sh000001,20150417,4072.7229003906,4317.2231445312,4031.2438964844,4287.2958984375,306645274100
sh000001,20150410,3899.419921875,4040.3479003906,3891.7280273438,4034.3100585938,225799339800
sh000001,20150403,3710.6120605469,3864.4050292969,3710.6120605469,3863.9289550781,252616969300
